group_id,time,label,value
173,283,4,0.23245728
173,284,4,0.21730761
173,285,4,-0.2525174
173,286,4,-0.0975218
173,287,4,-0.09448875
173,288,4,0.4234404
173,289,4,-0.25907317
173,290,4,-0.34812635
173,291,4,0.48873776
173,292,4,0.2877037
173,293,4,-0.41640556
173,294,4,-0.26861808
173,295,4,-0.20047738
173,296,4,-0.17206883
173,297,4,-0.15520422
173,298,4,-0.3084504
173,299,4,0.439578
173,300,4,0.30590686
173,301,4,-0.3688075
173,302,4,0.07059756
173,303,4,0.2051381
173,304,4,-0.33578464
173,305,4,-0.19876319
173,306,4,0.20440102
173,307,4,-0.29701683
173,308,4,-0.15216124
173,309,4,-0.13386127
173,310,4,-0.25553635
173,311,4,0.36702397
173,312,4,-0.053610664
173,313,4,0.37188277
173,314,4,-0.2018086
173,315,4,-0.51869345
173,316,4,-0.36000952
173,317,4,0.39973778
173,318,4,-0.03774871
173,319,4,0.3331368
173,320,4,0.32352135
173,321,4,-0.35086
173,322,4,-0.41196465
173,323,4,-0.35793364
173,324,4,-0.0047948407
173,325,4,-0.19846252
173,326,4,0.0040598265
173,327,4,-0.15595862
173,328,4,0.23064913
173,329,4,0.42319366
173,330,4,0.41139057
173,331,4,0.12431346
173,332,4,0.3960023
173,333,4,0.122173294
173,334,4,0.38093218
173,335,4,0.19195883
173,336,4,0.42337385
173,337,4,0.40263844
173,338,4,-0.39014715
173,339,4,-0.08961387
173,340,4,0.2834319
173,341,4,0.21170746
173,342,4,-0.24342012
173,343,4,0.25024137
173,344,4,0.16976728
173,345,4,-0.11182173
173,346,4,-0.25125715
173,347,4,0.26238063
173,348,4,0.3488815
173,349,4,-0.36347175
173,350,4,0.10715106
173,351,4,-0.25847992
173,352,4,-0.3275526
173,353,4,0.15829659
173,354,4,-0.2360828
173,355,4,0.4344344
173,356,4,-0.023399265
173,357,4,-0.23203568
173,358,4,0.23830414
173,359,4,0.29622468
173,360,4,-0.35033327
173,361,4,0.29826626
173,362,4,0.62904876
173,363,4,-0.3373553
173,364,4,0.013121897
173,365,4,-0.06367758
173,366,4,0.41659322
173,367,4,-0.6162245
173,368,4,-0.268043
173,369,4,-0.0028734286
173,370,4,0.25039023
173,371,4,0.16501035
173,372,4,0.46628198
173,373,4,-0.20948294
173,374,4,-0.17381096
173,375,4,-0.15415552
173,376,4,0.4136456
173,377,4,-0.33089644
173,378,4,0.16621698
173,379,4,-0.15966241
173,380,4,0.48087674
173,381,4,-0.361369
173,382,4,-0.45893607
173,383,4,0.084718175
173,384,4,0.2765587
173,385,4,0.06573848
173,386,4,-0.4511763
173,387,4,-0.13253509
173,388,4,0.29224068
173,389,4,0.2161456
173,390,4,0.30399302
173,391,4,0.40769342
173,392,4,0.3158716
173,393,4,0.22869478
173,394,4,-0.02424759
173,395,4,-0.19050336
173,396,4,0.28092965
173,397,4,0.3276747
173,398,4,0.53731644
173,399,4,0.2673925
173,400,4,0.056053933
173,401,4,0.3032682
173,402,4,0.08370384
173,403,4,-0.47653896
173,404,4,-0.3865121
173,405,4,-0.2540616
173,406,4,0.30847615
173,407,4,-0.18400319
173,408,4,-0.13024184
173,409,4,0.28584087
173,410,4,-0.22832458
173,411,4,0.20824333
173,412,4,0.34252158
173,413,4,0.41875434
173,414,4,0.17383611
173,415,4,0.19707899
173,416,4,0.26872918
173,417,4,-0.45642745
173,418,4,-0.3056245
173,419,4,0.009164707
173,420,4,-0.35619423
173,421,4,-0.31155735
173,422,4,-0.3156926
173,423,4,0.20754382
173,424,4,0.42000175
173,425,4,-0.124958575
173,426,4,-0.25558436
173,427,4,0.3534494
173,428,4,0.42049873
173,429,4,0.45873603
173,430,4,0.34367877
173,431,4,0.34900042
173,432,4,0.5654042
173,433,4,0.19475363
173,434,4,-0.03278694
173,435,4,-0.16088013
173,436,4,-0.27267742
173,437,4,0.07523467
173,438,4,0.27875265
173,439,4,2.0776162
173,440,4,-0.29344213
173,441,4,-1.1073738
173,442,4,0.3906543
173,443,4,2.3936226
173,444,4,-1.4337573
173,445,4,-3.2465565
173,446,4,0.8760981
173,447,4,0.620274
173,448,4,-0.18102005
173,449,4,0.7713729
173,450,4,-0.97979677
173,451,4,-0.7685441
173,452,4,4.7785535
173,453,4,0.74105155
173,454,4,-5.183654
173,455,4,0.3390758
173,456,4,4.2634306
173,457,4,-0.28064436
173,458,4,-1.5631888
173,459,4,0.46680352
173,460,4,0.23605973
173,461,4,-0.78942996
173,462,4,0.0986556
173,463,4,-0.36329386
173,464,4,-0.71204346
173,465,4,0.063374124
173,466,4,1.7987742
173,467,4,-0.08779545
173,468,4,-1.0084562
173,469,4,0.08702521
173,470,4,0.25635943
173,471,4,-0.007431757
173,472,4,-0.95394576
173,473,4,0.9622765
173,474,4,0.062127993
173,475,4,-0.5698184
173,476,4,0.23314647
173,477,4,0.62668
173,478,4,0.02875054
173,479,4,-0.58734375
173,480,4,0.3135533
173,481,4,0.8235889
173,482,4,-0.0723882
173,483,4,-0.109825715
173,484,4,-0.28063208
173,485,4,0.12664476
173,486,4,-0.26494357
173,487,4,0.2739051
173,488,4,-0.31240958
173,489,4,-0.35934266
173,490,4,0.3453833
173,491,4,0.2331228
173,492,4,0.25369844
173,493,4,-0.44415992
173,494,4,-0.21477994
173,495,4,0.5020833
173,496,4,0.20367734
173,497,4,-0.16557433
173,498,4,-0.029200448
173,499,4,-0.18705775
173,500,4,-0.14725477
173,501,4,-0.52010626
173,502,4,0.3842537
173,503,4,-0.03401465
173,504,4,0.23841111
173,505,4,-0.3010998
173,506,4,0.36353678
173,507,4,0.76199764
173,508,4,-0.19082792
173,509,4,-0.49755594
173,510,4,0.13480109
173,511,4,-0.19583778
173,512,4,-0.6011359
173,513,4,-0.19344877
173,514,4,-0.060907394
173,515,4,0.2835215
173,516,4,0.29517573
173,517,4,-0.072235264
173,518,4,0.16541691
173,519,4,-0.344229
173,520,4,-0.18306564
173,521,4,-0.10453868
173,522,4,-0.14675173
173,523,4,0.15101479
173,524,4,0.10271297
173,525,4,0.32386678
173,526,4,0.43001357
173,527,4,0.20660298
173,528,4,-0.020398067
173,529,4,0.3772034
173,530,4,0.46235985
173,531,4,0.26233855
173,532,4,0.31135365
173,533,4,-0.039180726
173,534,4,-0.4204039
173,535,4,-0.3926288
173,536,4,-0.18032506
173,537,4,-0.30025217
173,538,4,-0.6215594
173,539,4,-0.131059
173,540,4,0.70481664
173,541,4,-0.5606258
173,542,4,-0.17043898
173,543,4,0.1436187
173,544,4,0.33080703
173,545,4,-0.46497405
173,546,4,-0.039359614
173,547,4,0.3176503
173,548,4,-0.37490535
173,549,4,-0.35695735
173,550,4,0.27283803
173,551,4,0.20826344
173,552,4,-0.4801934
173,553,4,0.22478822
173,554,4,0.38665122
173,555,4,0.3551526
173,556,4,0.14961079
173,557,4,-0.26978582
173,558,4,0.29861936
173,559,4,0.06215685
173,560,4,-0.49125195
173,561,4,-0.23056646
173,562,4,0.41951874
173,563,4,-0.3304578
173,564,4,0.044971105
173,565,4,0.42244998
173,566,4,0.41406175
173,567,4,0.15440708
173,568,4,0.41274095
173,569,4,-0.24362214
173,570,4,0.26871935
173,571,4,-0.2769486
173,572,4,-0.24210176
173,573,4,0.31849012
173,574,4,-0.37477854
173,575,4,-0.329713
173,576,4,0.23367509
173,577,4,-0.26202133
173,578,4,0.15633295
173,579,4,-0.25115958
173,580,4,0.41980773
173,581,4,0.61823136
173,582,4,0.0900898
173,583,4,0.20282726
173,584,4,-0.016013646
173,585,4,0.22579287
173,586,4,-0.037239414
173,587,4,-0.06169658
173,588,4,0.35065678
173,589,4,0.30941704
173,590,4,0.16530804
173,591,4,-0.37570074
173,592,4,-0.13566408
173,593,4,-0.26311347
173,594,4,-0.18607946
173,595,4,0.5365395
173,596,4,0.07698722
173,597,4,-0.44455242
173,598,4,0.38307896
173,599,4,0.57028764
173,600,4,-0.5273091
173,601,4,0.26651785
173,602,4,0.13839808
173,603,4,0.3240984
173,604,4,-0.2857746
173,605,4,0.32241267
173,606,4,0.28021982
173,607,4,-0.037558865
173,608,4,0.2292934
173,609,4,0.3753849
173,610,4,-0.0649263
173,611,4,-0.4022083
173,612,4,-0.07321784
173,613,4,0.029137151
173,614,4,-0.40330562
173,615,4,0.34931493
173,616,4,-0.09551208
173,617,4,-0.3101867
173,618,4,0.28804123
173,619,4,0.34987488
173,620,4,-0.03128427
173,621,4,0.2067607
173,622,4,-0.3396387
173,623,4,-0.013965138
173,624,4,0.29584616
173,625,4,-0.14952211
173,626,4,-0.04319964
173,627,4,-0.30424044
173,628,4,0.23165096
173,629,4,0.2898223
173,630,4,0.33289635
173,631,4,-0.2575833
173,632,4,0.428505
173,633,4,-0.29597643
173,634,4,0.20048298
173,635,4,0.35510325
173,636,4,0.24171247
173,637,4,0.09225123
173,638,4,-0.32465255
173,639,4,0.26791462
173,640,4,-0.29665017
173,641,4,-0.34511492
173,642,4,-0.17614317
173,643,4,-0.045696583
173,644,4,-0.33664674
173,645,4,-0.4025307
173,646,4,-0.29504907
173,647,4,0.14078698
173,648,4,-0.2516564
173,649,4,0.34700486
173,650,4,-0.24454768
173,651,4,-0.42103133
173,652,4,0.36429527
173,653,4,0.6207996
173,654,4,-0.25461295
173,655,4,-0.097576745
173,656,4,-0.15788242
173,657,4,0.60207176
173,658,4,0.22364008
173,659,4,-0.2227825
173,660,4,-0.22245829
173,661,4,-0.018043943
173,662,4,-0.20357794
173,663,4,0.36955386
173,664,4,0.087890625
173,665,4,-0.4555658
173,666,4,0.46886653
173,667,4,0.32578152
173,668,4,0.119053885
173,669,4,0.25365123
173,670,4,-0.22035004
173,671,4,-0.052192744
173,672,4,-0.08703367
173,673,4,0.40707922
173,674,4,0.26172596
173,675,4,-0.16519254
173,676,4,0.35488963
173,677,4,-0.19502503
173,678,4,-0.16350704
173,679,4,0.35096392
173,680,4,0.2593787
173,681,4,-0.070302114
173,682,4,-0.052511323
173,683,4,-0.032213558
173,684,4,-0.18206121
173,685,4,0.28395563
173,686,4,0.2977594
173,687,4,-0.351889
173,688,4,-0.28660944
173,689,4,0.29907048
173,690,4,0.09778651
173,691,4,-0.0024312374
173,692,4,0.27379635
173,693,4,-0.39741018
173,694,4,-0.40823907
173,695,4,0.36232615
173,696,4,0.2423283
173,697,4,-0.45007306
173,698,4,0.32404193
173,699,4,0.47016484
173,700,4,-0.18531632
173,701,4,-0.08899196
173,702,4,0.22637725
173,703,4,0.15355831
173,704,4,-0.13460255
173,705,4,0.21471786
173,706,4,0.016750291
173,707,4,-0.07667269
173,708,4,0.30934328
173,709,4,-0.59332603
173,710,4,-0.57601136
173,711,4,0.21329834
173,712,4,0.27845237
173,713,4,0.16166493
173,714,4,0.15626182
173,715,4,0.12367268
173,716,4,-0.02471887
173,717,4,0.35841358
173,718,4,0.44591042
173,719,4,-0.21885964
173,720,4,-0.3522053
173,721,4,0.28733855
173,722,4,-0.33568597
173,723,4,-0.19984291
173,724,4,0.11204543
173,725,4,-0.25325772
173,726,4,0.12638529
173,727,4,0.41924042
173,728,4,-0.27486897
173,729,4,0.0063337884
173,730,4,0.31500992
173,731,4,0.4973883
173,732,4,-0.018528089
173,733,4,0.3780782
173,734,4,-0.06411933
173,735,4,0.4408809
173,736,4,-0.3984837
173,737,4,0.25576738
173,738,4,0.51803017
173,739,4,-0.28096765
173,740,4,0.17487305
173,741,4,-0.47269934
173,742,4,-0.12877706
173,743,4,0.74521595
173,744,4,0.53719246
173,745,4,-0.45101503
173,746,4,-0.50875366
173,747,4,-0.26649544
173,748,4,0.73008376
173,749,4,-0.1515197
173,750,4,-1.0082561
173,751,4,-0.13379276
173,752,4,-0.022287905
173,753,4,0.09398355
173,754,4,-0.16163383
173,755,4,0.63095146
173,756,4,0.32692456
173,757,4,-0.0638652
173,758,4,-0.24849729
173,759,4,-0.2510665
173,760,4,0.11583371
173,761,4,-0.44870183
173,762,4,-0.034417767
173,763,4,0.26444367
173,764,4,0.47715938
173,765,4,-0.12283075
173,766,4,-0.5270532
173,767,4,-0.29187703
173,768,4,1.3892286
173,769,4,0.48863494
173,770,4,-0.6896071
173,771,4,0.2865222
173,772,4,0.5946197
173,773,4,-0.34335992
173,774,4,-0.21522404
173,775,4,0.016325563
173,776,4,-0.02852373
173,777,4,0.20110716
173,778,4,0.30394015
173,779,4,0.07839551
173,780,4,-0.17745695
173,781,4,0.29083884
173,782,4,0.5822447
173,783,4,-0.35993496
173,784,4,-0.17381087
173,785,4,0.08443141
173,786,4,0.032001313
173,787,4,-0.26585996
173,788,4,0.011484376
173,789,4,-0.3026548
173,790,4,0.5440856
173,791,4,0.167205
173,792,4,0.2704273
173,793,4,-0.36986405
173,794,4,0.17117015
173,795,4,0.096978605
173,796,4,0.42484102
173,797,4,0.2949744
173,798,4,0.337975
173,799,4,-0.01132289
173,800,4,0.2430917
173,801,4,0.48220947
173,802,4,-0.28144082
173,803,4,-0.4722124
173,804,4,0.2538274
173,805,4,-0.25605044
173,806,4,-0.19919814
173,807,4,-0.41598183
173,808,4,0.52190965
173,809,4,0.027453661
173,810,4,0.06292978
173,811,4,-0.2937963
173,812,4,0.75547636
173,813,4,0.26924226
173,814,4,-0.18283927
173,815,4,-0.17348894
173,816,4,0.20171009
173,817,4,0.07033626
173,818,4,0.4954627
173,819,4,-0.59348154
173,820,4,-0.028830031
173,821,4,0.32529098
173,822,4,0.2350936
173,823,4,-0.7110146
173,824,4,-0.013232861
173,825,4,0.8134174
173,826,4,-0.3201908
173,827,4,0.4794156
173,828,4,0.56928736
173,829,4,-0.21169195
173,830,4,-0.16137113
173,831,4,0.58768237
173,832,4,-0.15642329
173,833,4,-0.3407334
173,834,4,-0.25280648
173,835,4,0.3565428
173,836,4,-0.8214271
173,837,4,-0.36086336
173,838,4,0.6748154
173,839,4,0.102001876
173,840,4,-0.301368
173,841,4,0.5262233
173,842,4,0.33759513
173,843,4,-0.07690669
173,844,4,0.22662996
173,845,4,0.1426775
173,846,4,-0.22950825
173,847,4,-0.25800052
173,848,4,0.39748007
173,849,4,-0.147534
173,850,4,0.27410892
173,851,4,-0.20910072
173,852,4,-0.03389583
173,853,4,-0.38538334
173,854,4,-0.18288958
173,855,4,-0.12710458
173,856,4,0.0349298
173,857,4,-0.056098666
173,858,4,0.2560609
173,859,4,-0.19940962
173,860,4,0.17020984
173,861,4,-0.10800943
173,862,4,-0.22986326
173,863,4,-0.254706
173,864,4,0.33570486
173,865,4,-0.29476482
173,866,4,0.015211725
173,867,4,-0.050408877
173,868,4,0.31027406
173,869,4,0.035957415
173,870,4,-0.3176012
173,871,4,0.27892792
173,872,4,-0.14389996
173,873,4,0.4459942
173,874,4,-0.22888944
173,875,4,0.025234304
173,876,4,0.0034815026
173,877,4,-0.13071235
173,878,4,0.29631197
173,879,4,-0.03615664
173,880,4,0.20351206
173,881,4,0.032576878
173,882,4,0.6313664
173,883,4,0.61188585
173,884,4,-1.0856694
173,885,4,-0.7668822
173,886,4,1.2980703
173,887,4,-0.22130488
173,888,4,-1.1079861
173,889,4,0.57186216
173,890,4,0.9861086
173,891,4,-0.45103297
173,892,4,-0.51972467
173,893,4,0.798224
173,894,4,0.024030713
173,895,4,-0.040675692
173,896,4,0.52824324
173,897,4,0.43178475
173,898,4,-0.6704856
173,899,4,0.25395384
173,900,4,0.0054101306
173,901,4,-0.42088923
173,902,4,-0.659711
173,903,4,-0.061316628
173,904,4,0.43048
173,905,4,0.18565382
173,906,4,-0.40363738
173,907,4,0.18576801
173,908,4,-0.13487822
173,909,4,-0.38554752
173,910,4,-0.1523449
173,911,4,0.17930298
173,912,4,-0.21082924
173,913,4,0.29291984
173,914,4,0.33143845
173,915,4,0.4948509
173,916,4,-0.18981071
173,917,4,-0.31651664
173,918,4,0.32651997
173,919,4,-0.032264967
173,920,4,0.12734827
173,921,4,-0.20339169
173,922,4,0.36809647
173,923,4,-0.23870422
173,924,4,-0.27339128
173,925,4,0.076712266
173,926,4,-0.17860365
173,927,4,-0.33280748
173,928,4,0.13656296
173,929,4,0.14857498
173,930,4,0.30062893
173,931,4,0.28848073
173,932,4,0.24334176
173,933,4,-0.3237561
173,934,4,0.31428036
173,935,4,0.04913486
173,936,4,0.2430715
173,937,4,-0.20508546
173,938,4,0.3743784
173,939,4,-0.061141584
173,940,4,0.13259925
173,941,4,0.28069782
173,942,4,0.37426552
173,943,4,0.32512757
173,944,4,-0.39037117
173,945,4,-0.37030536
173,946,4,0.01715191
173,947,4,-0.23128442
173,948,4,-0.23938118
173,949,4,0.17768072
173,950,4,-0.31995222
173,951,4,0.0004852205
173,952,4,-0.1312523
173,953,4,0.24991667
173,954,4,-0.550565
173,955,4,-0.12968956
173,956,4,0.53872204
173,957,4,-0.46154684
173,958,4,-0.0042049694
173,959,4,0.52357274
173,960,4,0.2491447
173,961,4,-0.53858674
173,962,4,0.2981148
173,963,4,0.2761429
173,964,4,0.2740809
173,965,4,-0.27289185
173,966,4,0.35394964
173,967,4,-0.1861489
173,968,4,0.33348602
173,969,4,0.3008804
173,970,4,0.28843945
173,971,4,0.33102047
173,972,4,-0.29619068
173,973,4,-0.28436464
173,974,4,0.14662027
173,975,4,-0.06229444
173,976,4,0.13665491
173,977,4,-0.25144753
173,978,4,0.5540277
173,979,4,-0.11531175
173,980,4,0.16008715
173,981,4,0.4605471
173,982,4,0.33722752
173,983,4,0.23250201
173,984,4,-0.12093971
173,985,4,0.19821545
173,986,4,-0.06526526
173,987,4,0.35742396
173,988,4,0.55763996
173,989,4,0.19338728
173,990,4,0.11842496
173,991,4,0.51111925
173,992,4,0.33091626
173,993,4,-0.47421148
173,994,4,0.14552672
173,995,4,0.3020106
173,996,4,0.08054296
173,997,4,-0.11928238
173,998,4,0.30846962
173,999,4,-0.3140914
173,1000,4,-0.010460465
173,1001,4,0.07998687
173,1002,4,-0.27553475
173,1003,4,-0.026894113
173,1004,4,-0.15565594
173,1005,4,0.4132364
173,1006,4,0.438883
173,1007,4,0.3028547
173,1008,4,-0.24299844
173,1009,4,0.22216359
173,1010,4,-0.2554051
173,1011,4,0.11602102
173,1012,4,-0.3172899
173,1013,4,-0.49390537
173,1014,4,0.3599142
173,1015,4,0.28057832
173,1016,4,-0.6317204
173,1017,4,-0.111210205
173,1018,4,-0.2449397
173,1019,4,0.11856032
173,1020,4,-0.34398514
173,1021,4,0.34804267
173,1022,4,0.16156158
173,1023,4,-0.2305889
