group_id,time,value
37,349,0.76279926
37,350,0.6334389
37,351,1.0881662
37,352,0.46939826
37,353,-1.3892031
37,354,1.8906058
37,355,-0.5449288
37,356,-0.30118957
37,357,0.038798783
37,358,1.3442945
37,359,0.34363753
37,360,0.067448065
37,361,-0.69405746
37,362,-0.5273899
37,363,1.4022995
37,364,-0.6907655
37,365,1.1161559
37,366,-1.1123991
37,367,-0.0330883
37,368,0.982722
37,369,0.63530713
37,370,-1.4209657
37,371,-0.81886536
37,372,-1.0059209
37,373,0.9507982
37,374,-0.9956798
37,375,1.4886324
37,376,-0.5973506
37,377,1.1155279
37,378,-1.4659216
37,379,1.4099003
37,380,0.14387394
37,381,0.98269755
37,382,0.8238145
37,383,-0.3725754
37,384,0.09606494
37,385,-1.1944985
37,386,0.7875108
37,387,1.2593033
37,388,-0.48147318
37,389,-1.224769
37,390,-1.2989486
37,391,-0.98722786
37,392,-1.2771745
37,393,-1.0012403
37,394,1.1029252
37,395,1.2108213
37,396,-1.0887132
37,397,-1.1930219
37,398,-0.384727
37,399,-1.3209004
37,400,-1.3009063
37,401,-0.21137218
37,402,0.118626684
37,403,0.21542944
37,404,0.88767123
37,405,1.008703
37,406,-1.0942805
37,407,-0.1091299
37,408,-0.6042079
37,409,-0.97168845
37,410,1.462171
37,411,-0.99698603
37,412,-1.3378266
37,413,-0.7105651
37,414,-0.029223617
37,415,-0.42575824
37,416,-1.3767443
37,417,0.685044
37,418,0.6581451
37,419,-1.0459242
37,420,0.2977201
37,421,1.0605739
37,422,0.68542516
37,423,-1.1640936
37,424,0.33582902
37,425,1.3027381
37,426,0.88884896
37,427,-1.3795332
37,428,-1.0481449
37,429,0.84861946
37,430,-0.95404154
37,431,-0.49461386
37,432,-0.5430877
37,433,0.43816772
37,434,-0.5875487
37,435,0.6298924
37,436,1.2334684
37,437,-0.9186208
37,438,-1.006744
37,439,-0.034627464
37,440,0.53700304
37,441,1.2573473
37,442,-1.2452376
37,443,0.46226075
37,444,0.78063095
37,445,1.0553738
37,446,-1.2764701
37,447,0.83901805
37,448,1.4094529
37,449,-1.0113231
37,450,1.0986425
37,451,-0.82507575
37,452,-0.19013658
37,453,0.4630273
37,454,0.38098666
37,455,-1.1096498
37,456,0.8997488
37,457,1.0206398
37,458,1.1981355
37,459,0.7359886
37,460,1.2556863
37,461,-0.33215374
37,462,1.2672867
37,463,1.3511869
37,464,1.2171341
37,465,0.41001597
37,466,0.743255
37,467,-1.093067
37,468,-1.2101455
37,469,0.9716506
37,470,1.0203898
37,471,-1.2952591
37,472,0.27411857
37,473,-0.35732412
37,474,0.49427634
37,475,0.9136854
37,476,0.43920463
37,477,-1.0801514
37,478,0.036466107
37,479,1.3858647
37,480,1.483508
37,481,-0.51519406
37,482,-1.8730695
37,483,-0.8556001
37,484,2.1417706
37,485,-0.84595233
37,486,-2.4548295
37,487,-0.8323644
37,488,1.8100659
37,489,-1.0620682
37,490,-2.9448795
37,491,1.4724475
37,492,1.326972
37,493,1.1307752
37,494,-0.040616486
37,495,1.2356877
37,496,2.7856443
37,497,-0.85873353
37,498,-3.262186
37,499,1.228214
37,500,2.7262893
37,501,0.97871494
37,502,-3.1771138
37,503,0.8401655
37,504,0.41585186
37,505,0.5264548
37,506,-2.7909923
37,507,-1.876261
37,508,1.8715986
37,509,1.4617445
37,510,-1.3083199
37,511,0.9259371
37,512,2.1287534
37,513,2.0761702
37,514,0.76604444
37,515,-2.0411637
37,516,-0.3090165
37,517,2.5200837
37,518,-1.3265693
37,519,0.4849542
37,520,1.7780443
37,521,3.0698242
37,522,1.0481699
37,523,-1.8949406
37,524,-1.1166568
37,525,-0.5476801
37,526,-1.1138711
37,527,-1.3711244
37,528,-0.8776161
37,529,-1.0799332
37,530,-1.381528
37,531,-1.2371578
37,532,-1.1114043
37,533,0.5030711
37,534,0.82021034
37,535,1.5963935
37,536,1.174402
37,537,0.11844696
37,538,1.1816173
37,539,1.8522047
37,540,0.1266878
37,541,-0.28286394
37,542,-0.46022883
37,543,2.274679
37,544,-1.1398244
37,545,0.2775647
37,546,1.8395232
37,547,-0.98967004
37,548,0.7823283
37,549,0.48597395
37,550,-0.9583001
37,551,-1.0298235
37,552,0.6501249
37,553,-1.2064763
37,554,-0.77512586
37,555,-1.1342881
37,556,-2.5131872
37,557,0.6763209
37,558,1.6085628
37,559,-0.15956934
37,560,-2.646863
37,561,-0.109235674
37,562,-0.4157708
37,563,1.2320948
37,564,-3.5190668
37,565,-0.93907243
37,566,4.3435483
37,567,1.0204754
37,568,-3.6109035
37,569,1.1367651
37,570,1.3085649
37,571,1.4337816
37,572,-0.37466374
37,573,-1.1156069
37,574,3.4075284
37,575,1.3558713
37,576,-4.547071
37,577,0.8274975
37,578,2.489389
37,579,1.2167962
37,580,-2.618296
37,581,-1.6687759
37,582,0.3079801
37,583,-0.9820664
37,584,1.0497096
37,585,-1.9324604
37,586,-2.4837904
37,587,-0.336058
37,588,0.3650943
37,589,-1.4080646
37,590,-1.7635136
37,591,2.0859408
37,592,2.0177476
37,593,-0.13804692
37,594,-0.55668837
37,595,1.6077871
37,596,-0.39984778
37,597,0.18182945
37,598,0.8791409
37,599,-0.00440271
37,600,1.0639671
37,601,-1.892052
37,602,1.620076
37,603,-0.40618593
37,604,-1.9577954
37,605,-1.5783294
37,606,1.7507807
37,607,1.3726884
37,608,-1.7099301
37,609,-1.2283843
37,610,-0.023865951
37,611,0.82688475
37,612,-0.3678222
37,613,0.4268982
37,614,1.8397018
37,615,-1.5882484
37,616,0.39535487
37,617,1.921468
37,618,-0.097879656
37,619,-1.4853405
37,620,0.7245612
37,621,0.2904803
37,622,1.184329
37,623,-1.2238772
37,624,-1.2700384
37,625,1.512623
37,626,-0.75992894
37,627,0.7614966
37,628,-0.9333459
37,629,-0.9379191
37,630,-1.624434
37,631,0.43912333
37,632,-0.52570677
37,633,1.459348
37,634,-1.7450259
37,635,-2.372752
37,636,-0.22014934
37,637,-0.41148767
37,638,0.15961294
37,639,-2.4050856
37,640,1.8976728
37,641,1.8478581
37,642,-0.7262037
37,643,-1.3774378
37,644,1.8565896
37,645,3.030859
37,646,0.82832843
37,647,-2.4518108
37,648,2.0360696
37,649,-0.046187382
37,650,0.30867162
37,651,-0.98053855
37,652,-0.36576682
37,653,-0.13246462
37,654,0.6465844
37,655,0.30286106
37,656,1.3303192
37,657,-0.9170099
37,658,-1.3518975
37,659,1.0054556
37,660,0.89255345
37,661,-2.3683157
37,662,-0.15373403
37,663,-0.2191638
37,664,-0.9798948
37,665,0.5550757
37,666,-1.4647497
37,667,-0.60141385
37,668,-0.97777617
37,669,-1.2863133
37,670,1.3586006
37,671,1.4787204
37,672,1.1119133
37,673,-0.7198738
37,674,-0.024314515
37,675,0.75468147
37,676,-1.2994379
37,677,1.2459314
37,678,1.4557819
37,679,-1.2644001
37,680,-1.523119
37,681,0.9543393
37,682,1.4341338
37,683,-1.2521884
37,684,-1.7636621
37,685,-0.91643304
37,686,-0.63676655
37,687,-0.23883317
37,688,0.8883784
37,689,-0.95237064
37,690,-0.7511081
37,691,-0.28222564
37,692,0.1509727
37,693,1.4473423
37,694,0.9382353
37,695,-0.38261077
37,696,0.6763225
37,697,1.3931254
37,698,-1.3666983
37,699,-1.2781408
37,700,1.064846
37,701,0.92305756
37,702,-1.2745728
37,703,-1.7568785
37,704,1.8158692
37,705,1.9732182
37,706,-1.5038837
37,707,-0.36889535
37,708,0.1934606
37,709,2.0883448
37,710,0.25495523
37,711,-1.4172233
37,712,0.26684526
37,713,2.1896725
37,714,-1.0136262
37,715,-3.1915338
37,716,-1.1018802
37,717,2.561983
37,718,-0.8509731
37,719,-2.3056664
37,720,0.84527653
37,721,1.0502852
37,722,1.3316939
37,723,-2.8101041
37,724,-1.4248575
37,725,2.1412575
37,726,-0.3162948
37,727,-1.7083697
37,728,0.62500185
37,729,-0.18162371
37,730,1.8653039
37,731,0.90636
37,732,0.31840307
37,733,-1.009399
37,734,1.3478829
37,735,-0.91846323
37,736,1.04533
37,737,-0.81444246
37,738,-0.9153871
37,739,1.1511796
37,740,-1.5691817
37,741,0.8044025
37,742,-0.14684048
37,743,-0.4020406
37,744,-1.8816258
37,745,0.16017535
37,746,-0.1915017
37,747,1.6630208
37,748,-1.322922
37,749,-1.620648
37,750,1.3085217
37,751,1.630505
37,752,1.1504939
37,753,-1.3395981
37,754,-0.560734
37,755,0.7423396
37,756,-0.46822235
37,757,-1.1668102
37,758,1.0987369
37,759,1.1723585
37,760,-0.86263704
37,761,1.1570709
37,762,-0.28097153
37,763,-1.4614552
37,764,-0.86261594
37,765,1.3234761
37,766,0.62277234
37,767,0.53001976
37,768,0.23138939
37,769,-1.0879459
37,770,0.6964728
37,771,-1.2523767
37,772,-0.82975495
37,773,0.20656447
37,774,-1.250912
37,775,-0.20266142
37,776,-0.072514996
37,777,-1.199228
37,778,-1.3955264
37,779,-0.46015137
37,780,-0.25201204
37,781,0.16278905
37,782,-1.3238555
37,783,-0.9298571
37,784,-0.7498227
37,785,0.26357958
37,786,0.8197189
37,787,1.1581165
37,788,-0.57411087
37,789,1.2635044
37,790,-0.9098486
37,791,0.830019
37,792,0.32333162
37,793,1.3318546
37,794,-1.14796
37,795,0.75650626
37,796,-0.022343932
37,797,-1.1178075
37,798,-1.3068237
37,799,-1.2198908
37,800,-1.2582341
37,801,-1.0194644
37,802,1.0021023
37,803,0.19833243
37,804,-0.936268
37,805,1.2758464
37,806,-0.056763843
37,807,0.7327809
37,808,-0.7336597
37,809,1.2457572
37,810,-1.1078022
37,811,1.0212032
37,812,-0.35362846
37,813,-0.47293118
37,814,0.28159872
37,815,1.2127912
37,816,-1.1283511
37,817,-0.30924642
37,818,-0.30166456
37,819,1.060081
37,820,-1.2912339
37,821,0.38145152
37,822,0.8282542
37,823,0.006605128
37,824,0.45839807
37,825,-1.2218511
37,826,1.2866828
37,827,0.5437924
37,828,0.21548995
37,829,0.15579323
37,830,1.0238968
37,831,1.5096602
37,832,1.1125077
37,833,-0.99779516
37,834,1.1989421
37,835,-1.199983
37,836,0.83863276
37,837,-0.005008011
37,838,-0.834979
37,839,-1.0748805
37,840,-1.0054635
37,841,-0.53275305
37,842,-1.2151777
37,843,-1.0922188
37,844,-1.3055211
37,845,-0.27482712
37,846,-0.30667612
37,847,0.6325685
37,848,-1.1110668
37,849,0.7387542
37,850,-1.0398207
37,851,1.3236198
37,852,0.7153154
37,853,1.0437442
37,854,0.52540255
37,855,1.1911755
37,856,0.8351492
37,857,0.061392717
37,858,-1.6002033
37,859,0.34666178
37,860,-0.59390795
37,861,-0.6373671
37,862,-1.5477424
37,863,0.8556967
37,864,0.87108535
37,865,1.5617045
37,866,-1.8456748
37,867,0.8574248
37,868,0.50970745
37,869,-0.56524223
37,870,0.317692
37,871,-1.4665205
37,872,1.8014897
37,873,-1.4098892
37,874,0.16566192
37,875,0.648201
37,876,1.742108
37,877,-0.6809049
37,878,-2.048749
37,879,1.6999359
37,880,0.8481915
37,881,-1.2088518
37,882,-1.6937425
37,883,0.4013875
37,884,2.9608932
37,885,0.7927384
37,886,-1.2144501
37,887,1.6099039
37,888,2.344823
37,889,-1.024396
37,890,-0.28369933
37,891,0.5702108
37,892,1.3691384
37,893,-1.101207
37,894,-0.3043457
37,895,-1.7310454
37,896,-1.5296533
37,897,-1.1739511
37,898,-0.31485406
37,899,-0.9655111
37,900,0.8840124
37,901,1.2251806
37,902,1.6340226
37,903,1.2993436
37,904,0.05862963
37,905,-1.1835955
37,906,1.4848263
37,907,0.3644172
37,908,0.56649786
37,909,0.8956492
37,910,0.06826236
37,911,-0.5311118
37,912,0.42649022
37,913,-1.395935
37,914,-1.0631993
37,915,0.059980813
37,916,1.3632805
37,917,1.454891
37,918,-0.25991616
37,919,0.5467365
37,920,-1.1633197
37,921,1.5767324
37,922,-0.9002638
37,923,-0.6790235
37,924,0.68062884
37,925,1.0042067
37,926,1.7699038
37,927,0.9587222
37,928,-2.4498425
37,929,-1.0170482
37,930,-0.36198443
37,931,-1.5629821
37,932,-2.421159
37,933,1.2027228
37,934,-0.68931794
37,935,-1.4827706
37,936,-2.3670778
37,937,2.2659993
37,938,1.0770758
37,939,0.13184324
37,940,-4.8954344
37,941,-0.051750954
37,942,1.1872437
37,943,-1.8945951
37,944,-0.01532892
37,945,2.5437467
37,946,5.019287
37,947,0.10485533
37,948,-0.7898099
37,949,-0.18843462
37,950,2.402445
37,951,-0.6365039
37,952,-0.03687713
37,953,-1.9907552
37,954,0.2214806
37,955,1.7351002
37,956,-1.2238342
37,957,-0.38772678
37,958,-1.4734164
37,959,1.8379704
37,960,-1.0496069
37,961,-2.425073
37,962,-0.7418545
37,963,3.5814528
37,964,-0.844944
37,965,0.49961898
37,966,-1.0497677
37,967,2.8053622
37,968,-0.78118914
37,969,-1.9326859
37,970,-0.78075105
37,971,-0.047203556
37,972,1.0201437
37,973,-0.2995419
37,974,1.2684246
37,975,1.6978128
37,976,-1.4853611
37,977,0.5129313
37,978,-0.7535292
37,979,-0.31636453
37,980,-1.3293145
37,981,-0.7875304
37,982,-1.0150496
37,983,-1.9996082
37,984,0.80933636
37,985,0.25782448
37,986,-0.8715794
37,987,-1.9430311
37,988,-0.4166012
37,989,-0.37728065
37,990,-0.809777
37,991,-2.092083
37,992,-0.64775985
37,993,1.9464482
37,994,-1.2833472
37,995,-2.220198
37,996,-0.37049952
37,997,1.824457
37,998,-1.1415303
37,999,1.2691056
37,1000,2.1624415
37,1001,0.120985135
37,1002,-1.976006
37,1003,-0.19443354
37,1004,2.7306585
37,1005,-2.0170004
37,1006,-3.3517857
37,1007,-0.5008805
37,1008,3.7210402
37,1009,-3.9562252
37,1010,-0.91870433
37,1011,4.5963774
37,1012,6.231195
37,1013,-2.7361972
37,1014,-3.5404105
37,1015,0.6204609
37,1016,6.253886
37,1017,-2.603803
37,1018,0.5498184
37,1019,0.46599397
37,1020,2.8557553
37,1021,-2.0649612
37,1022,-2.1178327
37,1023,1.7700605
